Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Full Time
63L1754,422303,427958,2,3,A650,1,4,1,E08000035,9,2,2,1,50,2019-03-21 19:41:00
63L1754,422303,427958,2,3,A650,1,4,1,E08000035,9,1,3,1,37,2019-03-21 19:41:00
63M0692,434260,434309,2,3,A64,1,1,1,E08000035,3,1,1,1,68,2019-03-22 12:32:00
63M0725,432338,434973,2,4,B6159,1,1,1,E08000035,9,1,3,2,29,2019-03-22 08:40:00
63M1263,430892,433487,2,6,U,1,1,1,E08000035,1,1,3,1,58,2019-03-22 16:52:00
63N0123,425303,428867,1,4,B1626,1,5,1,E08000035,3,1,1,1,22,2019-03-23 01:11:00
63N0825,432235,426269,2,1,M1,1,1,1,E08000035,11,2,2,2,53,2019-03-23 12:34:00
63N1132,430764,438435,2,6,U,1,1,1,E08000035,9,1,3,2,28,2019-03-23 13:45:00
63N1132,430764,438435,2,6,U,1,1,1,E08000035,9,2,3,2,31,2019-03-23 13:45:00
63N1132,430764,438435,2,6,U,1,1,1,E08000035,9,2,3,2,18,2019-03-23 13:45:00
63N1132,430764,438435,2,6,U,1,1,1,E08000035,9,2,3,2,7,2019-03-23 13:45:00
63N1132,430764,438435,2,6,U,1,1,1,E08000035,9,2,3,2,2,2019-03-23 13:45:00
63O0092,430833,433959,2,3,A61,1,4,1,E08000035,9,2,3,2,70,2019-03-24 02:08:00
63O1413,427703,434718,2,6,U,1,1,1,E08000035,19,1,3,1,20,2019-03-24 17:09:00
63P0259,429149,431792,2,6,U,1,1,1,E08000035,9,1,3,1,28,2019-03-25 08:10:00
63P0593,429873,427362,2,6,U,1,1,1,E08000035,9,2,3,1,8,2019-03-25 08:55:00
63P0891,429964,434206,2,6,U,1,1,1,E08000035,1,1,3,1,19,2019-03-25 13:46:00
63P1148,424913,433473,1,6,U,1,1,1,E08000035,97,3,3,2,5,2019-03-25 15:45:00
63P1153,431251,428894,2,6,U,1,1,1,E08000035,3,1,2,1,18,2019-03-25 15:46:00
63P1671,431614,429961,1,6,U,1,4,1,E08000035,5,1,2,1,36,2019-03-25 19:00:00
63P1965,435960,435772,2,6,U,1,4,1,E08000035,9,1,3,1,45,2019-03-25 21:22:00
63P2126,431818,435608,5,3,A58,1,4,1,E08000035,9,1,3,1,40,2019-03-25 23:27:00
63P2126,431818,435608,5,3,A58,1,4,1,E08000035,9,1,3,1,23,2019-03-25 23:27:00
63Q1266,427700,431038,1,1,M621,1,1,1,E08000035,21,3,3,2,18,2019-03-26 17:00:00
63Q1269,434393,428822,1,6,U,1,1,1,E08000035,9,3,3,2,2,2019-03-26 15:30:00
63R0138,429848,432292,2,6,U,1,4,1,E08000035,9,1,3,1,41,2019-03-27 03:08:00
63R0138,429848,432292,2,6,U,1,4,1,E08000035,9,2,3,1,38,2019-03-27 03:08:00
63R0138,429848,432292,2,6,U,1,4,1,E08000035,19,1,3,1,57,2019-03-27 03:08:00
63R0652,424055,439077,3,6,U,1,1,1,E08000035,9,1,3,1,73,2019-03-27 11:59:00
63R1342,430798,432390,1,3,A61,1,1,1,E08000035,9,3,2,2,24,2019-03-27 17:50:00
63R1576,427583,433915,1,6,U,1,4,1,E08000035,3,3,2,1,18,2019-03-27 19:46:00
63R1643,429852,432291,2,3,A653,1,4,1,E08000035,9,1,3,2,22,2019-03-27 20:08:00
63S0868,435715,434719,2,6,U,1,1,1,E08000035,9,2,3,2,57,2019-03-28 09:20:00
63S1164,431462,432136,2,6,U,1,1,1,E08000035,8,1,3,1,41,2019-03-17 18:25:00
63S1177,437157,445577,2,6,U,1,1,1,E08000035,9,1,3,2,36,2019-03-28 16:16:00
63S1268,420069,440808,2,3,A65,1,1,1,E08000035,1,1,3,1,57,2019-03-28 16:53:00
63S1320,437097,444135,3,3,A58,1,1,1,E08000035,9,1,3,1,57,2019-03-28 16:15:00
63T0981,434819,434613,1,3,A64,1,1,1,E08000035,11,2,3,2,67,2019-03-29 10:00:00
63T1018,429481,433783,2,3,A58,1,1,1,E08000035,1,1,3,1,69,2019-03-29 09:00:00
63T1240,427019,433105,1,6,U,1,1,1,E08000035,9,3,3,2,24,2019-03-29 13:15:00
63T1255,426820,437994,2,3,A660,1,1,1,E08000035,9,1,3,2,64,2019-03-29 15:45:00
63U0448,433652,441921,2,6,U,1,1,1,E08000035,1,2,2,1,56,2019-03-30 08:33:00
63U0509,426206,427501,2,6,U,1,1,1,E08000035,1,1,3,1,28,2019-03-29 09:30:00
63U0661,436096,434804,2,6,U,1,1,1,E08000035,9,2,3,1,12,2019-03-30 11:10:00
63U0703,420866,434619,3,3,A6120,1,1,1,E08000035,9,1,3,1,31,2019-03-30 11:35:00
63U0703,420866,434619,3,3,A6120,1,1,1,E08000035,9,2,3,1,23,2019-03-30 11:35:00
63U0703,420866,434619,3,3,A6120,1,1,1,E08000035,9,2,2,2,19,2019-03-30 11:35:00
63U0999,427503,429774,2,6,U,1,1,1,E08000035,9,1,3,1,22,2019-03-30 14:16:00
63U0999,427503,429774,2,6,U,1,1,1,E08000035,9,3,3,1,15,2019-03-30 14:16:00
63U0999,427503,429774,2,6,U,1,1,1,E08000035,9,3,3,1,16,2019-03-30 14:16:00
63U1051,425247,435203,2,6,U,1,1,1,E08000035,4,1,2,1,27,2019-03-30 14:44:00
63U1229,421772,435301,2,6,U,1,1,1,E08000035,5,1,3,1,37,2019-03-30 16:00:00
63U1271,429158,431642,2,6,U,1,1,1,E08000035,8,2,3,2,24,2019-03-30 16:15:00
63U2106,431157,436395,3,4,B6159,2,4,2,E08000035,9,1,3,2,63,2019-03-30 22:59:00
63V0466,442620,427049,2,3,A656,1,1,1,E08000035,1,1,3,1,48,2019-03-31 09:30:00
63V0490,441119,449123,2,2,A1(M),1,1,1,E08000035,9,1,3,2,46,2019-03-31 10:02:00
63V0870,427079,426116,2,1,M62,1,1,1,E08000035,9,1,3,2,22,2019-03-31 14:12:00
63V0870,427079,426116,2,1,M62,1,1,1,E08000035,9,2,3,1,22,2019-03-31 14:12:00
6420668,430069,433832,1,3,A1,1,1,1,E08000035,9,3,3,1,30,2019-04-02 13:00:00
6420862,424190,434807,1,6,U,1,1,1,E08000035,9,3,3,1,13,2019-04-02 13:40:00
6420931,431929,433576,2,6,U,1,1,1,E08000035,2,1,3,1,60,2019-04-02 14:20:00
6421371,422376,433974,3,3,A647,1,1,1,E08000035,9,1,3,2,28,2019-04-02 17:33:00
6421535,429026,437513,2,6,U,1,1,1,E08000035,9,1,3,2,26,2019-04-02 19:00:00
6421535,429026,437513,2,6,U,1,1,1,E08000035,9,1,3,1,31,2019-04-02 19:00:00
6430559,426465,435683,2,6,U,1,1,1,E08000035,1,1,3,1,29,2019-04-03 10:45:00
6431196,428979,429107,6,6,U,1,1,1,E08000035,9,2,3,2,44,2019-04-03 16:40:00
6431196,428979,429107,6,6,U,1,1,1,E08000035,9,1,3,1,30,2019-04-03 16:40:00
6431196,428979,429107,6,6,U,1,1,1,E08000035,9,1,3,2,19,2019-04-03 16:40:00
6431196,428979,429107,6,6,U,1,1,1,E08000035,9,2,3,2,18,2019-04-03 16:40:00
6431622,426954,433362,3,6,U,1,4,1,E08000035,9,1,3,1,20,2019-04-05 20:11:00
6431622,426954,433362,3,6,U,1,4,1,E08000035,9,2,3,2,19,2019-04-05 20:11:00
6431857,432523,427557,2,3,A61,2,4,1,E08000035,9,1,3,1,38,2019-04-03 22:44:00
6431857,432523,427557,2,3,A61,2,4,1,E08000035,9,1,3,2,23,2019-04-03 22:44:00
6440668,430741,430567,2,1,M621,1,1,1,E08000035,9,2,3,2,37,2019-04-04 12:00:00
6441787,439321,426151,2,6,U,1,7,1,E08000035,1,1,3,1,14,2019-04-04 21:05:00
6450026,428610,434848,1,6,U,1,7,1,E08000035,9,1,3,1,32,2019-04-15 00:28:00
6450727,433150,432309,2,6,U,1,1,1,E08000035,1,1,3,1,33,2019-04-05 09:00:00
6450748,433391,434069,2,6,U,1,1,1,E08000035,22,1,2,1,76,2019-04-05 13:02:00
6451155,427466,436555,2,6,U,1,1,1,E08000035,1,1,3,1,21,2019-04-05 16:05:00
6451187,427127,434793,1,3,A1,1,1,1,E08000035,3,1,3,2,31,2019-04-05 00:00:00
6451401,426484,433523,1,6,U,1,1,1,E08000035,11,2,2,2,62,2019-04-05 17:30:00
6451833,427834,433379,1,6,U,1,4,1,E08000035,9,2,2,1,18,2019-04-05 21:05:00
6460911,433742,426701,2,6,U,1,1,1,E08000035,5,1,3,1,48,2019-04-06 15:30:00
6460934,429816,434406,2,3,A660,1,1,1,E08000035,9,1,3,2,42,2019-04-05 15:00:00
6461067,424577,435158,2,6,U,1,1,1,E08000035,9,1,3,1,35,2019-04-06 14:50:00
6461129,428981,425982,4,3,A654,1,1,1,E08000035,9,2,3,1,7,2019-04-06 15:20:00
6461129,428981,425982,4,3,A654,1,1,1,E08000035,9,2,3,1,9,2019-04-06 15:20:00
6461245,435794,425983,2,1,M62,1,1,1,E08000035,9,1,3,2,43,2019-04-06 16:09:00
6461245,435794,425983,2,1,M62,1,1,1,E08000035,9,1,3,2,20,2019-04-06 16:09:00
6461252,432254,434690,2,6,U,1,1,1,E08000035,9,1,3,1,50,2019-04-06 16:07:00
6461383,427465,431903,3,3,A58,1,1,1,E08000035,9,1,3,1,27,2019-04-06 17:10:00
6470548,430511,425152,2,6,U,1,1,1,E08000035,9,2,3,2,85,2019-04-07 10:02:00
6471311,430477,435598,2,3,A61,1,1,1,E08000035,1,1,3,1,16,2019-04-06 18:00:00
6480737,430124,433381,1,6,U,1,1,1,E08000035,11,3,3,1,29,2019-04-08 16:55:00
6490130,430241,433266,1,6,U,1,4,1,E08000035,8,3,2,2,41,2019-04-09 02:38:00
6490667,427209,430643,2,1,M621,9,1,9,E08000035,9,1,3,1,65,2019-02-15 14:45:00
6491025,430814,433937,2,3,A61,1,1,1,E08000035,1,1,3,1,13,2019-04-09 15:29:00
6491786,424900,437958,2,6,U,1,1,1,E08000035,8,2,3,2,38,2019-04-09 07:45:00
64A0440,428799,430468,2,6,U,1,1,1,E08000035,9,1,3,2,32,2019-04-10 10:15:00
64A0745,429048,432363,2,6,U,1,1,1,E08000035,1,1,3,1,21,2019-04-10 13:40:00
64A0845,431114,435189,3,6,U,1,1,1,E08000035,9,2,3,1,20,2019-04-10 14:30:00
64A0845,431114,435189,3,6,U,1,1,1,E08000035,9,2,3,2,17,2019-04-10 14:30:00
64A1133,432731,427497,2,6,U,1,1,1,E08000035,1,1,3,1,29,2019-04-10 16:44:00
64A1283,431383,424983,3,1,M1,1,1,1,E08000035,9,1,3,2,30,2019-04-10 17:47:00
64B0593,424578,435157,1,3,A657,1,1,1,E08000035,11,2,3,2,80,2019-04-11 10:50:00
64B0983,424158,428190,2,3,A62,1,1,1,E08000035,9,2,3,2,43,2019-04-11 15:03:00
64C0352,424647,428146,1,6,U,1,1,1,E08000035,19,3,2,1,26,2019-04-12 08:12:00
64C1093,430631,433738,1,6,U,1,1,1,E08000035,9,3,2,1,8,2019-04-12 14:50:00
64C1240,430838,433997,2,6,U,1,1,1,E08000035,1,1,3,1,42,2019-04-12 12:40:00
64C1583,427676,435058,2,6,U,1,1,1,E08000035,9,1,3,2,24,2019-04-12 17:00:00
64C1909,437565,429652,3,6,U,1,6,1,E08000035,9,1,2,1,39,2019-04-12 20:45:00
64C1992,425911,436694,2,6,U,1,4,1,E08000035,4,1,2,1,39,2019-04-12 21:26:00
64D0428,443344,439007,2,1,M1,1,1,1,E08000035,9,1,3,1,28,2019-04-13 07:40:00
64D0571,433869,434042,2,4,B6159,1,1,1,E08000035,1,1,3,1,31,2019-04-13 09:35:00
64D0578,431652,430543,2,1,M621,1,1,1,E08000035,5,1,3,1,36,2019-04-15 09:56:00
64D1062,425309,440914,2,6,U,1,1,1,E08000035,1,1,3,1,10,2019-04-13 14:30:00
64E0809,445374,431776,4,2,A1(M),1,1,1,E08000035,9,1,3,2,37,2019-04-14 13:00:00
64E0809,445374,431776,4,2,A1(M),1,1,1,E08000035,9,2,3,2,37,2019-04-14 13:00:00
64E0809,445374,431776,4,2,A1(M),1,1,1,E08000035,9,2,3,2,10,2019-04-14 13:00:00
64E0809,445374,431776,4,2,A1(M),1,1,1,E08000035,9,2,3,1,11,2019-04-14 13:00:00
64E0809,445374,431776,4,2,A1(M),1,1,1,E08000035,9,1,3,1,35,2019-04-14 13:00:00
64E1157,435512,434799,1,6,U,1,7,1,E08000035,9,3,3,1,58,2019-04-13 21:40:00
64E1312,428454,428617,1,3,A653,1,1,1,E08000035,9,1,3,1,27,2019-04-14 17:47:00
64F0861,422439,427907,2,3,A650,1,1,1,E08000035,9,1,3,1,30,2019-04-15 13:44:00
64F0861,422439,427907,2,3,A650,1,1,1,E08000035,9,2,3,2,30,2019-04-15 13:44:00
64F1131,430350,434777,1,6,U,1,1,1,E08000035,9,3,3,1,1,2019-04-15 15:15:00
64F1318,430054,431089,2,6,U,1,1,1,E08000035,1,1,3,2,25,2019-04-15 16:55:00
64F1418,431295,435614,1,6,U,1,1,1,E08000035,9,3,3,1,3,2019-04-15 17:49:00
64F1424,432136,433587,3,3,A1,1,1,1,E08000035,1,1,2,1,22,2019-04-15 17:50:00
64F1858,435873,436373,2,3,A6120,1,1,1,E08000035,9,1,3,2,38,2019-04-15 16:15:00
64F1858,435873,436373,2,3,A6120,1,1,1,E08000035,9,2,3,2,46,2019-04-15 16:15:00
64G0751,428541,431539,2,3,A643,1,1,1,E08000035,9,1,3,1,25,2019-04-16 12:10:00
64G1156,430860,434162,2,6,U,1,1,1,E08000035,1,1,3,1,33,2019-04-16 15:47:00
64G1985,439327,432427,1,6,U,1,4,1,E08000035,9,1,3,1,30,2019-04-16 22:30:00
64H0576,426008,428229,3,6,U,1,1,1,E08000035,1,1,3,1,18,2019-04-17 11:55:00
64H0989,429538,431090,1,6,U,1,1,1,E08000035,9,3,3,1,14,2019-04-17 15:20:00
64H1247,430431,437061,1,6,U,1,1,1,E08000035,9,3,3,1,48,2019-04-17 16:45:00
64H1278,437614,429691,2,3,A642,1,1,1,E08000035,5,1,2,1,26,2019-04-17 17:15:00
64H1984,425093,431059,2,6,U,1,4,1,E08000035,9,1,3,1,43,2019-04-17 22:35:00
64I0578,431257,429730,3,6,U,1,1,1,E08000035,3,1,2,1,22,2019-04-18 11:26:00
64I0916,431655,435326,2,3,A58,1,1,1,E08000035,19,1,3,1,37,2019-04-18 13:00:00
64I1714,427172,433659,2,3,A647,1,1,1,E08000035,4,1,2,1,39,2019-04-18 19:46:00
64J1195,431890,435661,1,6,U,1,1,1,E08000035,9,3,3,1,17,2019-04-19 15:00:00
64J1297,430063,433772,1,6,U,1,1,1,E08000035,9,3,2,2,20,2019-04-19 17:33:00
64J1607,428933,425983,2,3,A650,1,1,1,E08000035,9,1,3,2,32,2019-04-19 19:45:00
64J1607,428933,425983,2,3,A650,1,1,1,E08000035,9,2,3,1,9,2019-04-19 19:45:00
64J1611,429536,434221,1,2,A58(M),1,1,1,E08000035,5,1,2,1,50,2019-04-19 19:52:00
64J2152,428503,434474,2,6,U,1,4,1,E08000035,1,1,3,1,23,2019-04-19 23:15:00
64K0683,419534,441610,1,3,A65,1,1,1,E08000035,9,3,2,2,12,2019-04-20 11:16:00
64K1177,421553,435972,1,3,A6120,1,1,1,E08000035,9,3,2,2,13,2019-04-20 15:33:00
64K1177,421553,435972,1,3,A6120,1,1,1,E08000035,9,3,3,2,13,2019-04-20 15:33:00
64K1301,430736,435008,2,3,A58,1,1,1,E08000035,11,2,3,2,74,2019-04-20 16:20:00
64K1887,422673,437258,2,3,A6120,1,1,1,E08000035,9,1,3,1,26,2019-04-20 16:30:00
64K1887,422673,437258,2,3,A6120,1,1,1,E08000035,9,2,3,2,27,2019-04-20 16:30:00
64K1887,422673,437258,2,3,A6120,1,1,1,E08000035,9,2,3,1,27,2019-04-20 16:30:00
64K1887,422673,437258,2,3,A6120,1,1,1,E08000035,9,2,3,1,27,2019-04-20 16:30:00
64L0636,435429,439804,2,3,A58,1,1,1,E08000035,9,2,2,2,88,2019-04-21 10:35:00
64L0636,435429,439804,2,3,A58,1,1,1,E08000035,9,1,2,2,83,2019-04-21 10:35:00
64L0636,435429,439804,2,3,A58,1,1,1,E08000035,9,1,3,2,42,2019-04-21 10:35:00
64L0636,435429,439804,2,3,A58,1,1,1,E08000035,9,2,3,1,17,2019-04-21 10:35:00
64L1614,431402,435029,2,6,U,1,1,1,E08000035,1,1,2,1,28,2019-04-21 19:00:00
64L2009,431887,435026,1,6,U,1,4,1,E08000035,9,3,3,1,11,2019-04-21 21:41:00
64M0068,430937,433301,1,3,A61,1,4,1,E08000035,90,3,3,1,26,2019-04-22 01:06:00
64M0593,442111,427617,3,6,U,1,1,1,E08000035,19,1,3,2,47,2019-04-22 10:47:00
64M1425,423084,434894,2,6,U,1,1,1,E08000035,3,1,3,1,22,2019-04-22 18:03:00
64M1940,433982,433995,1,4,B6159,1,1,1,E08000035,4,1,3,1,17,2019-04-22 21:40:00
64M1979,435188,435710,1,6,U,1,1,1,E08000035,11,2,3,2,69,2019-04-22 19:40:00
64M2018,431422,435057,1,6,U,1,4,1,E08000035,9,3,2,1,31,2019-04-21 21:46:00
64N0429,430524,437028,3,6,U,1,1,1,E08000035,9,1,3,1,36,2019-04-23 10:21:00
64N0429,430524,437028,3,6,U,1,1,1,E08000035,9,1,3,2,43,2019-04-23 10:21:00
64N0502,435638,425906,2,1,M62,1,1,1,E08000035,9,1,3,2,38,2019-04-23 08:40:00
64N1196,424899,434907,2,6,U,1,1,1,E08000035,3,1,3,1,20,2019-04-23 17:10:00
64N1223,436751,433643,1,3,A63,1,1,1,E08000035,9,3,3,2,64,2019-04-23 18:04:00
64O0459,424992,432896,2,4,B6154,1,1,1,E08000035,19,1,3,1,52,2019-04-24 09:30:00
64O0487,432133,429422,2,1,M621,1,1,1,E08000035,19,1,3,1,33,2019-04-25 10:23:00
64O0487,432133,429422,2,1,M621,1,1,1,E08000035,9,1,3,1,52,2019-04-25 10:23:00
64O0902,433271,429060,2,6,U,1,1,1,E08000035,4,2,3,1,19,2019-04-24 14:20:00
64O1102,429895,433695,1,6,U,1,1,1,E08000035,9,3,3,2,34,2019-04-29 11:02:00
64O1385,432240,435018,2,6,U,2,1,1,E08000035,9,1,3,1,42,2019-04-24 18:02:00
64O1385,432240,435018,2,6,U,2,1,1,E08000035,9,2,3,2,38,2019-04-24 18:02:00
64P1380,424005,434533,2,6,U,1,1,1,E08000035,9,2,3,2,9,2019-04-25 15:56:00
64P1588,427722,434064,3,6,U,1,1,1,E08000035,9,1,3,1,30,2019-04-25 20:00:00
64Q0247,431398,435816,1,6,U,1,1,1,E08000035,9,3,3,2,4,2019-04-26 09:00:00
64Q0376,429675,433381,1,6,U,1,1,1,E08000035,19,3,3,2,26,2019-04-26 08:58:00
64Q0504,424143,428165,2,3,A650,1,1,1,E08000035,9,2,3,2,55,2019-04-26 10:25:00
64Q0881,430870,435486,2,6,U,1,1,1,E08000035,9,2,3,1,77,2019-03-31 17:00:00
64Q0907,428345,431276,1,6,U,1,1,1,E08000035,19,3,3,1,54,2019-04-26 14:00:00
64Q1025,423816,438093,1,6,U,2,1,2,E08000035,9,3,2,2,81,2019-04-26 14:55:00
64Q1276,428142,435848,2,3,A660,1,1,1,E08000035,1,1,3,1,29,2019-04-26 16:56:00
64Q1683,430325,433305,1,6,U,1,1,1,E08000035,11,3,2,1,36,2019-04-26 20:00:00
64R0558,423890,434278,2,6,U,1,1,1,E08000035,9,1,3,1,40,2019-04-25 13:15:00
64R0883,429241,427955,1,6,U,2,1,1,E08000035,11,3,2,1,6,2019-04-27 13:40:00
64S0678,442620,428001,3,3,A656,1,1,1,E08000035,3,1,3,1,60,2019-04-28 11:50:00
64S0678,442620,428001,3,3,A656,1,1,1,E08000035,9,1,3,2,58,2019-04-28 11:50:00
64S1645,427947,435947,1,6,U,1,1,1,E08000035,9,3,2,1,37,2019-04-28 16:45:00
64S1947,428219,436262,1,6,U,1,1,1,E08000035,9,3,3,1,18,2019-04-28 22:48:00
64T0006,435513,433299,1,6,U,1,4,1,E08000035,9,2,2,2,25,2019-04-29 00:05:00
64T0135,427520,435875,2,4,B6157,1,4,1,E08000035,9,1,3,2,20,2019-04-29 02:42:00
64T0135,427520,435875,2,4,B6157,1,4,1,E08000035,9,1,3,1,48,2019-04-29 02:42:00
64T0135,427520,435875,2,4,B6157,1,4,1,E08000035,9,2,3,1,29,2019-04-29 02:42:00
64T0454,428336,429529,2,3,A6110,1,1,1,E08000035,9,1,3,2,30,2019-04-29 09:54:00
64T0696,429796,433786,2,6,U,1,1,1,E08000035,8,1,3,1,52,2019-04-26 14:00:00
64T0922,417950,443044,3,3,A65,1,1,1,E08000035,9,1,3,2,69,2019-04-29 14:37:00
64U0323,440434,446486,1,2,A1(M),1,1,1,E08000035,9,1,3,2,34,2019-04-30 08:45:00
64U1255,429391,433839,2,2,A58(M),1,1,1,E08000035,9,2,3,1,24,2019-04-30 12:55:00
64U1291,434065,435140,3,6,U,1,1,1,E08000035,9,1,3,1,61,2019-04-30 17:15:00
6510342,420109,444969,2,3,A660,1,1,1,E08000035,9,1,3,1,63,2019-05-01 08:10:00
6510400,429968,436639,2,3,A61,1,1,1,E08000035,1,1,3,2,43,2019-05-01 08:59:00
6510407,426846,438036,2,3,A660,1,1,1,E08000035,1,1,3,1,51,2019-05-01 09:05:00
6510488,430857,434346,1,3,A61,1,1,1,E08000035,9,1,2,1,66,2019-05-01 09:59:00
6510488,430857,434346,1,3,A61,1,1,1,E08000035,9,2,3,2,62,2019-05-01 09:59:00
6511140,429333,430476,2,6,U,1,1,1,E08000035,9,1,3,2,33,2019-05-01 15:45:00
6521035,424528,435097,1,6,U,2,1,2,E08000035,9,2,3,2,58,2019-05-02 15:13:00
6521156,432179,426091,1,1,M1,1,1,1,E08000035,9,1,3,1,50,2019-05-02 16:05:00
6530385,429137,433089,3,6,U,1,1,1,E08000035,19,1,3,1,61,2019-05-03 09:57:00
6530886,430801,435342,2,6,U,1,1,1,E08000035,9,1,3,2,63,2019-05-03 14:50:00
6540591,424269,429073,2,6,U,1,1,1,E08000035,9,3,3,2,66,2019-05-04 10:55:00
6540653,427972,433617,2,3,A647,1,1,1,E08000035,9,1,3,2,67,2019-05-03 18:00:00
6540915,432009,436161,2,6,U,1,1,1,E08000035,9,1,3,2,41,2019-05-04 13:23:00
6560196,430906,432294,2,3,A653,1,4,1,E08000035,9,1,3,2,24,2019-05-06 02:43:00
6560196,430906,432294,2,3,A653,1,4,1,E08000035,8,1,3,1,46,2019-05-06 02:43:00
6560537,429602,434277,1,2,A58(M),1,1,1,E08000035,9,1,3,1,32,2019-05-06 10:39:00
6560924,430408,431800,1,1,M621,3,1,8,E08000035,5,1,3,1,29,2019-05-06 14:20:00
6570714,431889,435693,2,6,U,1,1,1,E08000035,9,1,3,2,41,2019-05-06 20:40:00
6570714,431889,435693,2,6,U,1,1,1,E08000035,9,2,3,1,66,2019-05-06 20:40:00
6570714,431889,435693,2,6,U,1,1,1,E08000035,9,2,3,2,37,2019-05-06 20:40:00
6571177,442243,442962,4,3,A1,1,1,1,E08000035,9,1,3,1,22,2019-05-07 16:22:00
6571177,442243,442962,4,3,A1,1,1,1,E08000035,9,2,3,2,45,2019-05-07 16:22:00
6580245,423808,439246,2,6,U,2,1,2,E08000035,3,1,3,2,43,2019-05-08 08:25:00
6580279,431638,437180,2,6,U,1,1,1,E08000035,1,1,2,1,15,2019-05-08 08:30:00
6580471,425996,428206,2,6,U,2,1,1,E08000035,9,2,3,2,29,2019-05-08 11:13:00
6580631,428377,434060,2,3,A65,2,1,2,E08000035,1,1,3,2,62,2019-05-08 09:45:00
6581478,429989,434179,2,3,A58,2,1,1,E08000035,9,1,3,1,36,2019-05-08 17:10:00
65A0520,430035,433378,1,6,U,2,1,2,E08000035,11,2,3,1,70,2019-05-09 13:40:00
65A1188,427943,436117,2,3,A660,1,1,1,E08000035,1,1,3,1,51,2019-05-10 16:10:00
65A1547,431067,434319,2,6,U,1,1,1,E08000035,9,1,3,1,37,2019-05-10 19:20:00
65B0477,422156,436666,2,3,A6120,1,1,1,E08000035,2,1,3,1,24,2019-05-11 09:18:00
65B0593,429586,434718,1,3,A660,2,1,2,E08000035,11,2,3,2,58,2019-05-10 10:00:00
65B0728,432193,444976,2,3,A61,2,1,2,E08000035,9,1,3,2,21,2019-05-11 12:23:00
65B0728,432193,444976,2,3,A61,2,1,2,E08000035,9,2,3,2,56,2019-05-11 12:23:00
65B0729,435236,437607,2,3,A1,1,1,1,E08000035,19,3,3,1,56,2019-10-13 13:01:00
65B1092,427772,432628,2,6,U,2,1,5,E08000035,9,1,2,1,54,2019-05-11 15:41:00
65B1092,427772,432628,2,6,U,2,1,5,E08000035,9,1,2,1,18,2019-05-11 15:41:00
65B1092,427772,432628,2,6,U,2,1,5,E08000035,9,2,2,1,17,2019-05-11 15:41:00
65B1092,427772,432628,2,6,U,2,1,5,E08000035,9,2,3,1,18,2019-05-11 15:41:00
65B1092,427772,432628,2,6,U,2,1,5,E08000035,9,2,3,1,18,2019-05-11 15:41:00
65B1092,427772,432628,2,6,U,2,1,5,E08000035,9,2,3,1,18,2019-05-11 15:41:00
65B1350,432288,435052,1,6,U,2,1,2,E08000035,9,3,3,1,34,2019-05-11 18:10:00
65B1578,428902,429818,2,6,U,2,1,1,E08000035,9,1,3,2,44,2019-05-11 20:00:00
65B1578,428902,429818,2,6,U,2,1,1,E08000035,9,2,3,2,25,2019-05-11 20:00:00
65B1578,428902,429818,2,6,U,2,1,1,E08000035,9,1,3,2,31,2019-05-11 20:00:00
65B1578,428902,429818,2,6,U,2,1,1,E08000035,9,2,3,2,12,2019-05-11 20:00:00
65B1646,431885,435489,2,6,U,2,1,2,E08000035,3,1,3,1,28,2019-05-11 20:35:00
65B1839,440613,429143,2,6,U,1,4,1,E08000035,3,1,3,1,20,2019-05-11 22:00:00
65B1933,427963,434367,2,6,U,1,6,1,E08000035,1,1,3,1,34,2019-05-11 22:46:00
65C1340,435501,433594,2,6,U,1,1,1,E08000035,11,2,3,1,36,2019-05-12 17:44:00
65C1340,435501,433594,2,6,U,1,1,1,E08000035,11,2,3,1,5,2019-05-12 17:44:00
65C1340,435501,433594,2,6,U,1,1,1,E08000035,11,2,3,1,6,2019-05-12 17:44:00
65C1406,432648,435855,2,6,U,1,1,1,E08000035,9,1,3,1,64,2019-05-12 18:20:00
65C1406,432648,435855,2,6,U,1,1,1,E08000035,9,2,3,1,16,2019-05-12 18:20:00
65C1611,436216,425907,2,1,M62,1,1,1,E08000035,9,2,3,2,75,2019-05-12 19:25:00
65D0395,423350,434592,3,4,B6157,1,1,1,E08000035,9,1,3,2,46,2019-05-13 09:15:00
65D1191,429384,431368,1,6,U,1,1,1,E08000035,19,3,3,1,8,2019-05-13 16:20:00
65E0298,432162,427247,3,1,M1,1,1,1,E08000035,9,1,3,1,40,2019-05-15 07:10:00
65E0408,427718,436114,2,6,U,1,1,1,E08000035,1,1,3,1,27,2019-05-14 08:45:00
65E0979,423035,435212,1,6,U,1,1,1,E08000035,9,3,2,2,14,2019-05-10 15:05:00
65E1608,431085,434209,2,6,U,1,1,1,E08000035,1,1,3,2,25,2019-05-14 09:50:00
65F0257,415992,442974,2,6,U,1,4,1,E08000035,9,1,3,2,50,2019-05-15 07:31:00
65F0348,425458,437945,2,3,A6120,1,1,1,E08000035,9,1,3,2,38,2019-05-15 08:45:00
